inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
0c00a859-e16b-4d41-8786-998095804a54,asset_2253_5138809,3356,Assets,20,active,active,InventoryActiveStatus,2026-04-06T02:37:12.000+00:00,2026-04-06T02:40:41.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{name-->[{value:asset_2253_5138809,valueKey:0c00a859-e16b-4d41-8786-998095804a54,translationKey:asset_2253_5138809}], customField1906-->[{value:100,valueKey:8db37f7b-9910-4c87-94f6-6f2b939f4e0a,translationKey:8db37f7b-9910-4c87-94f6-6f2b939f4e0a}], location-->[{value:Unknown,valueKey:00000000-0000-0000-0000-000000000000,translationKey:Unknown}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], type-->[{value:Application,valueKey:929d286d-61d4-4533-9e4d-e2b83b3c0aca,translationKey:AssetsTypeApplication}], organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], isParent-->[{value:false,valueKey:bc6c05e0-98f1-4b94-b678-ce68f8c0b7d2,translationKey:AssetsIsParentFalse}], number-->[{value:3356,valueKey:3356,translationKey:3356}], customField1907-->[{value:123,valueKey:null,translationKey:123}]}",2026-04-06T02:41:28.115+00:00,2026-04-06T02:43:26.895+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
3f6f740c-f9e2-4a34-b893-5054a5665ad3,asset_163271,3357,Assets,20,active,active,InventoryActiveStatus,2026-04-06T02:41:54.000+00:00,2026-04-06T02:41:57.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,1.0,,"{riskLevel-->[{value:Low,valueKey:Low,translationKey:Low}], inherentRiskLevel-->[{value:Low,valueKey:Low,translationKey:Low}], name-->[{value:asset_163271,valueKey:3f6f740c-f9e2-4a34-b893-5054a5665ad3,translationKey:asset_163271}], inherentRiskScore-->[{value:1.0,valueKey:1.0,translationKey:1.0}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], location-->[{value:Unknown,valueKey:00000000-0000-0000-0000-000000000000,translationKey:Unknown}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], isParent-->[{value:false,valueKey:bc6c05e0-98f1-4b94-b678-ce68f8c0b7d2,translationKey:AssetsIsParentFalse}], riskScore-->[{value:1.0,valueKey:1.0,translationKey:1.0}], type-->[{value:Application,valueKey:929d286d-61d4-4533-9e4d-e2b83b3c0aca,translationKey:AssetsTypeApplication}], number-->[{value:3357,valueKey:3357,translationKey:3357}]}",2026-04-06T02:42:28.158+00:00,2026-04-06T02:44:54.759+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
88b25a5f-226c-40d8-afb7-2e00641c8b91,asset_1_3631531,3360,Assets,20,active,active,InventoryActiveStatus,2026-04-06T02:45:41.000+00:00,2026-04-06T02:45:46.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,2.0,,"{organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], riskScore-->[{value:2.0,valueKey:2.0,translationKey:2.0}], inherentRiskLevel-->[{value:Medium,valueKey:Medium,translationKey:Medium}], riskLevel-->[{value:Medium,valueKey:Medium,translationKey:Medium}], name-->[{value:asset_1_3631531,valueKey:88b25a5f-226c-40d8-afb7-2e00641c8b91,translationKey:asset_1_3631531}], type-->[{value:Application,valueKey:929d286d-61d4-4533-9e4d-e2b83b3c0aca,translationKey:AssetsTypeApplication}], isParent-->[{value:false,valueKey:bc6c05e0-98f1-4b94-b678-ce68f8c0b7d2,translationKey:AssetsIsParentFalse}], location-->[{value:Unknown,valueKey:00000000-0000-0000-0000-000000000000,translationKey:Unknown}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], customField1912-->[{value:Medium,valueKey:e5d655da-b99d-4705-9222-f80ead85080d,translationKey:e5d655da-b99d-4705-9222-f80ead85080d}], number-->[{value:3360,valueKey:3360,translationKey:3360}], inherentRiskScore-->[{value:2.0,valueKey:2.0,translationKey:2.0}], customField1911-->[{value:5,valueKey:null,translationKey:5}]}",2026-04-06T02:46:28.188+00:00,2026-04-06T02:48:58.975+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
c0eb1826-089b-4338-9f73-5004ff91a93d,asset_2999198,3359,Assets,20,active,active,InventoryActiveStatus,2026-04-06T02:44:24.000+00:00,2026-04-06T02:46:45.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], isParent-->[{value:false,valueKey:bc6c05e0-98f1-4b94-b678-ce68f8c0b7d2,translationKey:AssetsIsParentFalse}], customField1908-->[{value:5,valueKey:null,translationKey:5}], location-->[{value:Unknown,valueKey:00000000-0000-0000-0000-000000000000,translationKey:Unknown}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], customField1912-->[{value:High,valueKey:bfbce820-d83e-4950-bfac-9278e0ccaba1,translationKey:bfbce820-d83e-4950-bfac-9278e0ccaba1}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], number-->[{value:3359,valueKey:3359,translationKey:3359}], name-->[{value:asset_2999198,valueKey:c0eb1826-089b-4338-9f73-5004ff91a93d,translationKey:asset_2999198}], customField1911-->[{value:10,valueKey:null,translationKey:10}], type-->[{value:Application,valueKey:929d286d-61d4-4533-9e4d-e2b83b3c0aca,translationKey:AssetsTypeApplication}]}",2026-04-06T02:47:28.239+00:00,2026-04-06T02:48:58.975+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
01e9c2d9-7167-4a4b-bcac-03a8c5c93469,Vendor_20260406060600-2e7gue,1865,Vendors,50,active,active,InventoryActiveStatus,2026-04-06T06:06:01.000+00:00,2026-04-06T06:06:01.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], doraB0502005Rank-->[{value:3,valueKey:null,translationKey:3}], workflowStage-->[{value:New,valueKey:New,translationKey:VendorWorkflowStageNew}], type-->[{value:Consulting,valueKey:cdeb4908-c319-42dd-a7a6-39cda7364911,translationKey:VendorsTypeConsulting}], name-->[{value:Vendor_20260406060600-2e7gue,valueKey:01e9c2d9-7167-4a4b-bcac-03a8c5c93469,translationKey:Vendor_20260406060600-2e7gue}], number-->[{value:1865,valueKey:1865,translationKey:1865}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], isParent-->[{value:false,valueKey:72030c67-38bb-4f91-8bb6-e8b914132c9d,translationKey:VendorsIsParentFalse}], workflow-->[{value:Default Onboarding,valueKey:a730be22-9166-48c5-8e5c-9338eb40759d,translationKey:DefaultOnBoarding}]}",2026-04-06T06:06:33.647+00:00,2026-04-06T06:15:30.587+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
06e64ceb-85f0-488a-b1a1-6390292046d5,Vendor_20260406060607-4ed5vj,1867,Vendors,50,active,active,InventoryActiveStatus,2026-04-06T06:06:08.000+00:00,2026-04-06T06:06:09.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{type-->[{value:Consulting,valueKey:cdeb4908-c319-42dd-a7a6-39cda7364911,translationKey:VendorsTypeConsulting}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], number-->[{value:1867,valueKey:1867,translationKey:1867}], organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], workflowStage-->[{value:New,valueKey:New,translationKey:VendorWorkflowStageNew}], isParent-->[{value:false,valueKey:72030c67-38bb-4f91-8bb6-e8b914132c9d,translationKey:VendorsIsParentFalse}], doraB0502005Rank-->[{value:3,valueKey:null,translationKey:3}], workflow-->[{value:Default Onboarding,valueKey:a730be22-9166-48c5-8e5c-9338eb40759d,translationKey:DefaultOnBoarding}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], name-->[{value:Vendor_20260406060607-4ed5vj,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5,translationKey:Vendor_20260406060607-4ed5vj}]}",2026-04-06T06:06:33.770+00:00,2026-04-06T06:15:30.587+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
086088cd-31dc-4e0d-a313-30a93b79b527,Vendor_parent_change_20260406060607-4ed5vj,1868,Vendors,50,active,active,InventoryActiveStatus,2026-04-06T06:06:09.000+00:00,2026-04-06T06:06:09.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], isParent-->[{value:false,valueKey:72030c67-38bb-4f91-8bb6-e8b914132c9d,translationKey:VendorsIsParentFalse}], name-->[{value:Vendor_parent_change_20260406060607-4ed5vj,valueKey:086088cd-31dc-4e0d-a313-30a93b79b527,translationKey:Vendor_parent_change_20260406060607-4ed5vj}], type-->[{value:Consulting,valueKey:cdeb4908-c319-42dd-a7a6-39cda7364911,translationKey:VendorsTypeConsulting}], doraB0502005Rank-->[{value:3,valueKey:null,translationKey:3}], workflowStage-->[{value:New,valueKey:New,translationKey:VendorWorkflowStageNew}], number-->[{value:1868,valueKey:1868,translationKey:1868}], workflow-->[{value:Default Onboarding,valueKey:a730be22-9166-48c5-8e5c-9338eb40759d,translationKey:DefaultOnBoarding}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}]}",2026-04-06T06:06:33.757+00:00,2026-04-06T06:15:30.587+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
1035d74f-7b69-4684-859e-4e9842452dd8,,,,0,,,,,,,,,,2026-04-06T06:06:45.594+00:00,2026-04-06T06:15:30.587+00:00,True,e40yx52dkbjpcqazimno9yvh4k,[]
1b4358a0-a8c9-4d11-80ef-67770ad7ecbd,Vendor_20260406060455-upfcq7,1863,Vendors,50,active,active,InventoryActiveStatus,2026-04-06T06:04:57.000+00:00,2026-04-06T06:04:57.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], workflowStage-->[{value:New,valueKey:New,translationKey:VendorWorkflowStageNew}], name-->[{value:Vendor_20260406060455-upfcq7,valueKey:1b4358a0-a8c9-4d11-80ef-67770ad7ecbd,translationKey:Vendor_20260406060455-upfcq7}], type-->[{value:Consulting,valueKey:cdeb4908-c319-42dd-a7a6-39cda7364911,translationKey:VendorsTypeConsulting}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], number-->[{value:1863,valueKey:1863,translationKey:1863}], doraB0502005Rank-->[{value:3,valueKey:null,translationKey:3}], isParent-->[{value:false,valueKey:72030c67-38bb-4f91-8bb6-e8b914132c9d,translationKey:VendorsIsParentFalse}], workflow-->[{value:Default Onboarding,valueKey:a730be22-9166-48c5-8e5c-9338eb40759d,translationKey:DefaultOnBoarding}]}",2026-04-06T06:07:00.654+00:00,2026-04-06T06:15:30.587+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
25d0ba96-d31d-4265-96aa-11c122eb8b61,Vendor_20260406055429-y7yx7e,1860,Vendors,50,active,active,InventoryActiveStatus,2026-04-06T05:54:31.000+00:00,2026-04-06T05:54:31.000+00:00,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,"{number-->[{value:1860,valueKey:1860,translationKey:1860}], workflow-->[{value:Default Onboarding,valueKey:a730be22-9166-48c5-8e5c-9338eb40759d,translationKey:DefaultOnBoarding}], organization-->[{value:OTAuto02,valueKey:b99df4a4-2bf5-4c08-9483-bd636470bc11,translationKey:OTAuto02}], doraB0502005Rank-->[{value:3,valueKey:null,translationKey:3}], updatedBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], name-->[{value:Vendor_20260406055429-y7yx7e,valueKey:25d0ba96-d31d-4265-96aa-11c122eb8b61,translationKey:Vendor_20260406055429-y7yx7e}], type-->[{value:Consulting,valueKey:cdeb4908-c319-42dd-a7a6-39cda7364911,translationKey:VendorsTypeConsulting}], createdBy-->[{value:OneTrust Automation,valueKey:79f09a0f-fbd7-4439-9e1e-d48abe62c98e,translationKey:OneTrust Automation}], workflowStage-->[{value:New,valueKey:New,translationKey:VendorWorkflowStageNew}], isParent-->[{value:false,valueKey:72030c67-38bb-4f91-8bb6-e8b914132c9d,translationKey:VendorsIsParentFalse}]}",2026-04-06T05:55:00.239+00:00,2026-04-06T06:15:30.587+00:00,False,e40yx52dkbjpcqazimno9yvh4k,[]
