inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
27b00854-4f01-4148-aaf3-5a9ea956ffdc,High risk description_for_inventory_9915665,5,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,pa_1_25981_9915665,f707a168-a3e2-461d-921b-f186ba78859c,processing-activities,Processing Activities,PROCESSING_ACTIVITIES,ProcessingActivity,2026-03-18T12:47:21.294+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
2829f6b8-f960-4242-9b31-dc236cb2b2cc,High_Risk_Description_9465892,4,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9465892,239240db-22e4-4171-b413-85f5217b66a4,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.291+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
28e838ec-775a-4277-9064-74ffb611a9c7,Risk_name_5198589,1,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_5198589,cdd3a98e-599d-442c-be91-9173e4af29d3,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.237+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
376cd197-d511-477c-928f-d9b145a7a83b,High_Risk_Description_1118696,11,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_1118696,3567e255-d89d-49dc-ad8d-dc4db345381a,assets,Asset,ASSETS,Asset,2026-03-18T12:47:30.870+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
46b40193-1f06-49c0-8ef2-5c3b4bdadaf5,High_Risk_Description_9870826,7,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9870826,0221998c-d45c-4479-9c1e-cf07f318279a,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.302+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
74a9be34-ee7a-4ce9-ba1c-ca96f6ab7773,Risk_name_9870826,6,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9870826,0221998c-d45c-4479-9c1e-cf07f318279a,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.298+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
75402d48-8608-4163-9247-22737b2aff4f,High_Risk_Description_5198589,2,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_5198589,cdd3a98e-599d-442c-be91-9173e4af29d3,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.277+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
780b4369-6920-4950-a162-1ffeb5f57c37,High risk description_for_inventory_irogluo,9,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,pa_1_25981_irogluo,d96d052a-85f1-4efc-b25b-1a5a416d1aa6,processing-activities,Processing Activities,PROCESSING_ACTIVITIES,ProcessingActivity,2026-03-18T12:47:21.308+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
b68b63b4-f8ca-476b-9795-be2933185a95,High risk description_for_inventory_18032026,8,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,pa_1_25981_18032026,6fc6cae5-1689-40e5-bfd0-b5b246eaedb0,processing-activities,Processing Activities,PROCESSING_ACTIVITIES,ProcessingActivity,2026-03-18T12:47:21.304+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
b730dae3-ecf3-4137-98ee-95ef70004710,High_Risk_Description_8223519,13,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_8223519,06d7b81c-46ea-4a33-bbb1-9cbf69735d5d,assets,Asset,ASSETS,Asset,2026-03-18T12:49:37.947+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
d68b3b64-ba9f-44e7-93ef-bcd0dcf1bad5,Risk_name_1118696,10,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_1118696,3567e255-d89d-49dc-ad8d-dc4db345381a,assets,Asset,ASSETS,Asset,2026-03-18T12:47:30.865+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
f5d0874b-e37c-472c-8b18-51a7b9dac069,Risk_name_9465892,3,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9465892,239240db-22e4-4171-b413-85f5217b66a4,assets,Asset,ASSETS,Asset,2026-03-18T12:47:21.285+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
daedb5a1-f217-4bc9-82ae-46c58bf4141e,Risk_name_8223519,12,INVENTORY,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_8223519,06d7b81c-46ea-4a33-bbb1-9cbf69735d5d,assets,Asset,ASSETS,Asset,2026-03-18T12:47:30.877+00:00,2026-03-18T13:08:07.511+00:00,True,e40yx52dkbjpcqazimno9yvh4k
3d89003b-90b6-43a4-ac9f-5c25826ef182,RiskName_6345401,50,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_6345401,d90c51cd-5e14-4097-8acf-dbaa03ab90da,,PIA,PIA,PIA,2026-03-19T16:33:45.853+00:00,2026-03-19T16:47:43.396+00:00,True,e40yx52dkbjpcqazimno9yvh4k
0a955ec3-c603-4d24-b1cc-5b3e11d048b9,RiskName_6067529,65,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Treatment,Treatment,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Automated_Assessment_45498_6067529,328f11f0-8b21-4b9d-9c89-ccf390c81db6,,PIA,PIA,PIA,2026-03-19T16:41:45.942+00:00,2026-03-19T16:52:47.500+00:00,True,e40yx52dkbjpcqazimno9yvh4k
1670c74f-fd2d-4581-ba46-1361e20a747b,RiskName_6067529,64,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Treatment,Treatment,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Automated_Assessment_45498_6067529,328f11f0-8b21-4b9d-9c89-ccf390c81db6,,PIA,PIA,PIA,2026-03-19T16:41:45.946+00:00,2026-03-19T16:52:47.500+00:00,True,e40yx52dkbjpcqazimno9yvh4k
bd908fe9-55df-4530-8cdb-28278f888711,RiskName_6067529,63,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Treatment,Treatment,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Automated_Assessment_45498_6067529,328f11f0-8b21-4b9d-9c89-ccf390c81db6,,PIA,PIA,PIA,2026-03-19T16:41:45.954+00:00,2026-03-19T16:52:47.500+00:00,True,e40yx52dkbjpcqazimno9yvh4k
6e1abed0-c7bf-4384-b137-b2984ffe27e1,High risk description,75,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9229425,48977944-3a2c-4856-ae4f-45a14d01d42b,assets,Asset,ASSETS,Asset,2026-03-19T16:47:43.662+00:00,2026-03-19T17:00:51.129+00:00,True,e40yx52dkbjpcqazimno9yvh4k
6e1abed0-c7bf-4384-b137-b2984ffe27e1,High risk description,75,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_9229425,94bc417a-d470-4509-bce0-5eb6117aa444,,PIA,PIA,PIA,2026-03-19T16:47:43.662+00:00,2026-03-19T17:00:51.129+00:00,True,e40yx52dkbjpcqazimno9yvh4k
adcfb853-3fb7-4bc8-8c57-f479b13c7ad6,Medium risk description,73,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_9229425,94bc417a-d470-4509-bce0-5eb6117aa444,,PIA,PIA,PIA,2026-03-19T16:47:43.660+00:00,2026-03-19T17:00:51.129+00:00,True,e40yx52dkbjpcqazimno9yvh4k
adcfb853-3fb7-4bc8-8c57-f479b13c7ad6,Medium risk description,73,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_9229425,48977944-3a2c-4856-ae4f-45a14d01d42b,assets,Asset,ASSETS,Asset,2026-03-19T16:47:43.660+00:00,2026-03-19T17:00:51.129+00:00,True,e40yx52dkbjpcqazimno9yvh4k
a8de7d2f-a980-4984-9259-ebafd38ada4a,RiskName_4458334,82,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Automated_Assessment_4458334,7dfaa252-bb35-4a43-ad86-097fa8c3ab9c,,PIA,PIA,PIA,2026-03-19T16:59:08.106+00:00,2026-03-19T17:08:22.106+00:00,True,e40yx52dkbjpcqazimno9yvh4k
b9211796-650f-4aba-9e4c-15cc163798cd,RiskName_1952310,112,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Treatment,Treatment,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,automation_assessment_1952310,83172faa-87f3-4f5b-b845-37ab4283ac18,,PIA,PIA,PIA,2026-03-19T17:31:03.545+00:00,2026-03-19T17:43:28.113+00:00,True,e40yx52dkbjpcqazimno9yvh4k
c2b3ebd0-88db-46ee-85c9-8c660b9bfa3f,RiskName_9587655,121,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_9587655,e5b09539-19dd-4376-b659-bc4af2cc88d5,,PIA,PIA,PIA,2026-03-19T17:38:04.704+00:00,2026-03-19T17:48:15.382+00:00,True,e40yx52dkbjpcqazimno9yvh4k
c2b3ebd0-88db-46ee-85c9-8c660b9bfa3f,RiskName_9587655,121,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,asset_72966_9587655,4fd49f51-7562-4b8b-ac3b-d70507ee306e,assets,Asset,ASSETS,Asset,2026-03-19T17:38:04.704+00:00,2026-03-19T17:48:15.382+00:00,True,e40yx52dkbjpcqazimno9yvh4k
59e419ae-b3c4-4fba-8a76-0ea1c48a54e8,RiskName_8258111,137,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Treatment,Treatment,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,automation_assessment_8258111,42ce2b8a-9df8-4914-b84d-5d993cf824f4,,PIA,PIA,PIA,2026-03-19T17:48:45.530+00:00,2026-03-19T17:56:30.902+00:00,True,e40yx52dkbjpcqazimno9yvh4k
76edd4ab-d80c-49d7-89a3-134507b98543,Medium risk description,186,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_6505395,a16fdd50-11ad-4715-bde6-f00b551bbc2e,,PIA,PIA,PIA,2026-03-19T18:28:26.342+00:00,2026-03-19T18:37:52.244+00:00,True,e40yx52dkbjpcqazimno9yvh4k
76edd4ab-d80c-49d7-89a3-134507b98543,Medium risk description,186,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,pa_6505395,80da3939-13c0-4281-bc7f-98bb947b5ebe,processing-activities,Processing Activities,PROCESSING_ACTIVITIES,ProcessingActivity,2026-03-19T18:28:26.342+00:00,2026-03-19T18:37:52.244+00:00,True,e40yx52dkbjpcqazimno9yvh4k
eea8cd9b-a0f9-4a20-ab12-623d7b088a03,High risk description,187,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,INVENTORY,pa_6505395,80da3939-13c0-4281-bc7f-98bb947b5ebe,processing-activities,Processing Activities,PROCESSING_ACTIVITIES,ProcessingActivity,2026-03-19T18:28:26.347+00:00,2026-03-19T18:37:52.244+00:00,True,e40yx52dkbjpcqazimno9yvh4k
eea8cd9b-a0f9-4a20-ab12-623d7b088a03,High risk description,187,PIA,b99df4a4-2bf5-4c08-9483-bd636470bc11,Identified,Identified,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,PIA,Risk_Adding_Assessment_6505395,a16fdd50-11ad-4715-bde6-f00b551bbc2e,,PIA,PIA,PIA,2026-03-19T18:28:26.347+00:00,2026-03-19T18:37:52.244+00:00,True,e40yx52dkbjpcqazimno9yvh4k
