schema,table,column_name,data_type,row_count,ndv,null_count,non_null_count,min_val,max_val,error
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryID,string,14,14,0.0,14,0ec505f9-ba70-4513-9e29-0768ee6adfac,dea60936-a01d-4be2-9542-301368cd5429,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,entityID,string,14,14,0.0,14,0ec505f9-ba70-4513-9e29-0768ee6adfac,dea60936-a01d-4be2-9542-301368cd5429,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,entityType,string,14,1,0.0,14,INVENTORY,INVENTORY,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,id,string,14,14,0.0,14,600ec505f9-ba70-4513-9e29-0768ee6adfac,60dea60936-a01d-4be2-9542-301368cd5429,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inherentRiskLevel,string,14,4,8.0,6,High,Zero,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inherentRiskLevelID,string,14,4,8.0,6,High,Zero,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inherentRiskScore,double,14,4,8.0,6,0.0,3.0,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,residualRiskLevel,string,14,4,8.0,6,High,Zero,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,residualRiskLevelID,string,14,4,8.0,6,High,Zero,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,residualRiskScore,double,14,4,8.0,6,0.0,3.0,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,targetRiskLevel,string,14,0,14.0,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,targetRiskLevelID,string,14,0,14.0,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,targetRiskScore,double,14,0,14.0,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryType,string,14,3,0.0,14,Assets,Vendors,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryTypeID,int,14,3,0.0,14,20,50,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryName,string,14,14,0.0,14,asset_163271,vendor_8202604,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryNumber,bigint,14,14,0.0,14,1,3360,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,inventoryURL,string,14,14,0.0,14,https://Inventory/assets/0ec505f9-ba70-4513-9e29-0768ee6adfac,https://Inventory/vendors/d8c90ad9-c7d7-4e88-863b-74612835fc94,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,orgID,string,14,1,0.0,14,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,orgName,string,14,1,0.0,14,OTAuto02,OTAuto02,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_v_inventoryaggregatedrisksummary,parentOrgID,string,14,1,0.0,14,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,riskId,string,1100,1022,0.0,1100,0019b168-aa50-45eb-8ef6-99ba53da1d60,ffcd43e0-1303-4dd4-8a4c-f977a6560ac0,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,riskName,string,1100,742,0.0,1100,101,ww_root_risk_summary_884094,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,riskNumber,string,1100,1022,0.0,1100,1,999,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,sourceType,string,1100,5,46.0,1054,ENGAGEMENT,PIA,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,organizationID,string,1100,6,0.0,1100,556d549b-779d-45fb-bf75-63b7595047e4,d77e40f5-c50e-42aa-9fd9-3213c8554596,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,stage,string,1100,9,0.0,1100,Approval Stage1,Treatment,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,cmb_riskrelatedobjects,stageId,string,1100,9,0.0,1100,Approval Stage1,Treatment,
