schema,table,column_name,data_type,row_count,ndv,null_count,non_null_count,min_val,max_val,error
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,id,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,guid,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,staticIdentifier,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,name,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,sourceType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,isActive,boolean,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,isDeleted,boolean,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignment,objectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,assignmentId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,name,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_assignmentpermission,isDeleted,boolean,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,assignmentId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,entityId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,entityOrganizationId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,subjectId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,subjectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,isDeleted,boolean,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,policyId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_entitysubjectassignment,objectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,policyId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,entityId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,entityOrganizationId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,module,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentity,objectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,policyId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,entityId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,subjectId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,subjectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,module,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubject,objectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,policyId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,entityId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,subjectId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,subjectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,module,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policyentitysubjectexclusion,objectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,policyId,bigint,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,subjectId,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,subjectType,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,createdBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,createDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,updatedBy,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,updateDT,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,eventTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,recModifiedTime,timestamp,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,tenantHash,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,module,string,0,0,,0,,,
auto_qa_e40yx52dkbjpcqazimno9yvh4k,abac_policysubject,objectType,string,0,0,,0,,,
