inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
2026-04-06T05:54:32.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,Testing desc,07d7141e-a41b-4681-b0ff-4c5cc24651e4.description,,07d7141e-a41b-4681-b0ff-4c5cc24651e4.friendlyName,d64b1a16-67db-4d33-89b3-0d9f0133abdc,,,t_20260406055429-y7yx7e,07d7141e-a41b-4681-b0ff-4c5cc24651e4.name,b99df4a4-2bf5-4c08-9483-bd636470bc11,2026-04-06T05:54:33.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,d64b1a16-67db-4d33-89b3-0d9f0133abdc,PUBLISHED,VENDOR,2026-04-06T05:54:33.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,1,2026-04-06T05:55:20.338+00:00,2026-04-06T05:56:38.237+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,,,cb9103af-77dc-404b-b87c-1c3a37d0fe9b,,,,,,,,,,,,,0,2026-03-27T14:23:30.896+00:00,2026-03-27T14:25:06.986+00:00,True,e40yx52dkbjpcqazimno9yvh4k
2026-03-27T06:32:54.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,Testing desc,2e03b7d1-3d00-4aae-8903-e909dbcee4ff.description,,2e03b7d1-3d00-4aae-8903-e909dbcee4ff.friendlyName,0bfdb47d-eb4b-46ec-9ca8-fad63d427ff7,,,Template01_41034899,2e03b7d1-3d00-4aae-8903-e909dbcee4ff.name,b99df4a4-2bf5-4c08-9483-bd636470bc11,2026-03-27T06:32:54.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,0bfdb47d-eb4b-46ec-9ca8-fad63d427ff7,PUBLISHED,DISCLOSURE,2026-03-27T06:32:54.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,1,2026-03-27T06:33:10.183+00:00,2026-03-27T06:34:36.976+00:00,False,e40yx52dkbjpcqazimno9yvh4k
2026-04-06T02:25:41.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,Testing desc,7775f0ab-1732-4fb4-a567-ae891c8cfea0.description,,7775f0ab-1732-4fb4-a567-ae891c8cfea0.friendlyName,69283a2f-9c0b-44bc-8112-5b5ee36254cc,,,automation_template_8775922,7775f0ab-1732-4fb4-a567-ae891c8cfea0.name,b99df4a4-2bf5-4c08-9483-bd636470bc11,2026-04-06T02:25:43.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,69283a2f-9c0b-44bc-8112-5b5ee36254cc,PUBLISHED,ITRM,2026-04-06T02:25:43.000+00:00,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,1,2026-04-06T02:26:03.276+00:00,2026-04-06T02:30:09.502+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,,,e5e0831e-1b26-49ad-93d0-0b7ff56fcb28,,,,,,,,,,,,,0,2026-04-06T02:24:22.412+00:00,2026-04-06T02:30:09.502+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,059fe518-3c75-4924-909c-2490e19150b5,,,,,,,,,,,,,0,2026-03-30T13:14:35.003+00:00,2026-03-30T13:19:18.169+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,09cd0ec9-0ce5-4081-9146-f4cbc5d9c3b6,,,,,,,,,,,,,0,2026-03-30T13:15:49.269+00:00,2026-03-30T13:19:18.169+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,525bb922-a279-4e1c-a0db-eb1fd386936e,,,,,,,,,,,,,0,2026-03-30T13:10:34.973+00:00,2026-03-30T13:19:18.169+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,99716a85-c5ac-49fa-8f83-274904376dd3,,,,,,,,,,,,,0,2026-03-30T13:10:08.467+00:00,2026-03-30T13:19:18.169+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,f7026d20-f6e8-49e0-b7ec-b4336bf17db5,,,,,,,,,,,,,0,2026-03-30T13:14:34.994+00:00,2026-03-30T13:19:18.169+00:00,True,e40yx52dkbjpcqazimno9yvh4k
