inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
,,,,,,,,,,,,,0,035e1c48-5e60-4640-ac18-4557cd49828f,,,,0.0,,0,,0,,0,0,0,0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0,,0,,,,[],0,0,,,,,False,,,2026-04-06T06:06:50.195+00:00,2026-04-06T06:21:20.473+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,,,,,,,,,,0,06fd851c-e936-4bf2-b993-690b652d2ac9,,,,0.0,,0,,0,,0,0,0,0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0,,0,,,,[],0,0,,,,,False,,,2026-04-06T06:06:30.378+00:00,2026-04-06T06:21:20.473+00:00,True,e40yx52dkbjpcqazimno9yvh4k
,,,,100,,2026-04-06T06:06:16.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,24ca62f2-6b61-4718-9194-c8e524dad5fb,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeVendorArchived1_20260406060607-4ed5vj,5076,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,,0.0,None,None,Not Started,NotStarted,NotStarted,Archived,Archived,Archived,,None,None,None,0.0,t_20260406060607-4ed5vj,c324f93a-0612-442d-83bb-856897268905,VENDOR,1,,0,,2026-04-06T06:06:17.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}], 26e1bac4-a875-4cd5-bacb-54dc10397dad-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] - [eng_change_vendor_20260406060607-4ed5vj | OTAuto02] external contact_20260406060607-4ed5vj,valueKey:null}], adf477d5-969a-4a3f-8197-71d2a6341714-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:null}]}","{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}]}},responses:[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}],responseType:null}, 26e1bac4-a875-4cd5-bacb-54dc10397dad-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060607-4ed5vj""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""},""vendorChild"":{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}}]}},responses:[{value:external contact_20260406060607-4ed5vj,valueKey:null}],responseType:null}, adf477d5-969a-4a3f-8197-71d2a6341714-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}}]}},responses:[{value:eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:6a42b247-c41e-440a-b673-1ad9fdf5c077}],responseType:null}}",2026-04-06T06:06:43.319+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
Under Review,UnderReview,UnderReview,,100,,2026-04-06T06:06:14.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,262e62a1-6501-4076-9e75-5e5c7b1fe2bb,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeVendorArchived_20260406060607-4ed5vj,5075,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,,0.0,None,None,Under Review,UnderReview,UnderReview,Archived,Archived,Archived,2026-04-06T06:06:15.000+00:00,None,None,None,0.0,t_20260406060607-4ed5vj,c324f93a-0612-442d-83bb-856897268905,VENDOR,1,,0,,2026-04-06T06:06:16.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}], 26e1bac4-a875-4cd5-bacb-54dc10397dad-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] - [eng_change_vendor_20260406060607-4ed5vj | OTAuto02] external contact_20260406060607-4ed5vj,valueKey:null}], adf477d5-969a-4a3f-8197-71d2a6341714-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:null}]}","{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}]}},responses:[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}],responseType:null}, 26e1bac4-a875-4cd5-bacb-54dc10397dad-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060607-4ed5vj""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""},""vendorChild"":{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}}]}},responses:[{value:external contact_20260406060607-4ed5vj,valueKey:null}],responseType:null}, adf477d5-969a-4a3f-8197-71d2a6341714-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}}]}},responses:[{value:eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:6a42b247-c41e-440a-b673-1ad9fdf5c077}],responseType:null}}",2026-04-06T06:06:43.308+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,,,,,,,,,,0,3aa00273-f3d0-429a-a09c-48b1c35f4235,,,,0.0,,0,,0,,0,0,0,0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0,,0,,,,[],0,0,,,,,False,,,2026-04-06T06:06:43.243+00:00,2026-04-06T06:21:20.473+00:00,True,e40yx52dkbjpcqazimno9yvh4k
Under Review,UnderReview,UnderReview,,100,,2026-04-06T06:06:27.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,61ac07da-33e0-431f-934f-58ea06ace72b,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeVendorArchived_20260406060620-tsf49h,5080,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,,0.0,None,None,Under Review,UnderReview,UnderReview,Archived,Archived,Archived,2026-04-06T06:06:28.000+00:00,None,None,None,0.0,t_20260406060620-tsf49h,eb5de931-30e4-4fd0-a151-52501417e42f,VENDOR,1,,0,,2026-04-06T06:06:29.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{92958a1b-ba53-4caf-b37a-f3e0dbc0fe58-->[{value:Vendor_20260406060620-tsf49h | OTAuto02 | Consulting,valueKey:7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a}], cb8c135c-6b99-4066-a716-3d5e7cc6160c-->[{value:[Vendor_20260406060620-tsf49h | OTAuto02 | Consulting] eng_change_vendor_20260406060620-tsf49h | OTAuto02,valueKey:null}], f069e54d-e3c5-49d7-9416-8fc7a75e7a95-->[{value:[Vendor_20260406060620-tsf49h | OTAuto02 | Consulting] - [eng_change_vendor_20260406060620-tsf49h | OTAuto02] external contact_20260406060620-tsf49h,valueKey:null}]}","{92958a1b-ba53-4caf-b37a-f3e0dbc0fe58-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""}]}},responses:[{value:Vendor_20260406060620-tsf49h | OTAuto02 | Consulting,valueKey:7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a}],responseType:null}, cb8c135c-6b99-4066-a716-3d5e7cc6160c-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060620-tsf49h | OTAuto02"",""valueKey"":""445f470c-7b49-4b81-98f5-59cfdef59da2""}],""vendor"":{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""}}]}},responses:[{value:eng_change_vendor_20260406060620-tsf49h | OTAuto02,valueKey:445f470c-7b49-4b81-98f5-59cfdef59da2}],responseType:null}, f069e54d-e3c5-49d7-9416-8fc7a75e7a95-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060620-tsf49h""}],""vendor"":{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""},""vendorChild"":{""value"":""eng_change_vendor_20260406060620-tsf49h | OTAuto02"",""valueKey"":""445f470c-7b49-4b81-98f5-59cfdef59da2""}}]}},responses:[{value:external contact_20260406060620-tsf49h,valueKey:null}],responseType:null}}",2026-04-06T06:06:50.294+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,100,,2026-04-06T06:06:10.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,77f730f1-5d10-4560-b78f-ec181423d161,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeVendorArchived1_20260406060600-2e7gue,5071,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,,,,0.0,None,None,Not Started,NotStarted,NotStarted,Archived,Archived,Archived,,None,None,None,0.0,t_20260406060600-2e7gue,ec74ea0b-cf49-433e-a05f-fe2f3ef38d30,VENDOR,1,,0,,2026-04-06T06:06:10.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{27f1a8bf-ba16-4845-aa66-271c3dc20f02-->[{value:[Vendor_20260406060600-2e7gue | OTAuto02 | Consulting] - [eng_change_vendor_20260406060600-2e7gue | OTAuto02] external contact_20260406060600-2e7gue,valueKey:null}], 6b4c5949-33c3-4249-a8e3-945afa277511-->[{value:[Vendor_20260406060600-2e7gue | OTAuto02 | Consulting] eng_change_vendor_20260406060600-2e7gue | OTAuto02,valueKey:null}], d9fa15fb-b79c-411c-a1e4-a49c76e58a57-->[{value:Vendor_20260406060600-2e7gue | OTAuto02 | Consulting,valueKey:01e9c2d9-7167-4a4b-bcac-03a8c5c93469}]}","{27f1a8bf-ba16-4845-aa66-271c3dc20f02-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060600-2e7gue""}],""vendor"":{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""},""vendorChild"":{""value"":""eng_change_vendor_20260406060600-2e7gue | OTAuto02"",""valueKey"":""7baa1124-a0b3-4679-a10a-6a5dcc382a75""}}]}},responses:[{value:external contact_20260406060600-2e7gue,valueKey:null}],responseType:null}, 6b4c5949-33c3-4249-a8e3-945afa277511-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060600-2e7gue | OTAuto02"",""valueKey"":""7baa1124-a0b3-4679-a10a-6a5dcc382a75""}],""vendor"":{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""}}]}},responses:[{value:eng_change_vendor_20260406060600-2e7gue | OTAuto02,valueKey:7baa1124-a0b3-4679-a10a-6a5dcc382a75}],responseType:null}, d9fa15fb-b79c-411c-a1e4-a49c76e58a57-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""}]}},responses:[{value:Vendor_20260406060600-2e7gue | OTAuto02 | Consulting,valueKey:01e9c2d9-7167-4a4b-bcac-03a8c5c93469}],responseType:null}}",2026-04-06T06:06:30.450+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,100,2026-04-06T06:06:13.000+00:00,2026-04-06T06:06:11.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,b2beff6b-efa1-4a63-a81f-356d8433118f,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeParentVendorCompleted_20260406060607-4ed5vj,5073,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,Approved,Approved,Approved,0.0,None,None,Completed,Completed,Completed,Active,Active,Active,2026-04-06T06:06:12.000+00:00,None,None,None,0.0,t_20260406060607-4ed5vj,c324f93a-0612-442d-83bb-856897268905,VENDOR,1,,0,,2026-04-06T06:06:13.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}], 26e1bac4-a875-4cd5-bacb-54dc10397dad-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] - [eng_change_vendor_20260406060607-4ed5vj | OTAuto02] external contact_20260406060607-4ed5vj,valueKey:null}], adf477d5-969a-4a3f-8197-71d2a6341714-->[{value:[Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting] eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:null}]}","{263a2f5d-2989-41a6-bc0f-aa0018c2df97-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}]}},responses:[{value:Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting,valueKey:06e64ceb-85f0-488a-b1a1-6390292046d5}],responseType:null}, 26e1bac4-a875-4cd5-bacb-54dc10397dad-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060607-4ed5vj""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""},""vendorChild"":{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}}]}},responses:[{value:external contact_20260406060607-4ed5vj,valueKey:null}],responseType:null}, adf477d5-969a-4a3f-8197-71d2a6341714-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060607-4ed5vj | OTAuto02"",""valueKey"":""6a42b247-c41e-440a-b673-1ad9fdf5c077""}],""vendor"":{""value"":""Vendor_20260406060607-4ed5vj | OTAuto02 | Consulting"",""valueKey"":""06e64ceb-85f0-488a-b1a1-6390292046d5""}}]}},responses:[{value:eng_change_vendor_20260406060607-4ed5vj | OTAuto02,valueKey:6a42b247-c41e-440a-b673-1ad9fdf5c077}],responseType:null}}",2026-04-06T06:06:30.538+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,100,2026-04-06T06:06:07.000+00:00,2026-04-06T06:06:04.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,b3f4731e-db7f-4792-8e88-6ff79a3e859f,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeParentVendorCompleted_20260406060600-2e7gue,5069,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,Approved,Approved,Approved,0.0,None,None,Completed,Completed,Completed,Active,Active,Active,2026-04-06T06:06:05.000+00:00,None,None,None,0.0,t_20260406060600-2e7gue,ec74ea0b-cf49-433e-a05f-fe2f3ef38d30,VENDOR,1,,0,,2026-04-06T06:06:07.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{27f1a8bf-ba16-4845-aa66-271c3dc20f02-->[{value:[Vendor_20260406060600-2e7gue | OTAuto02 | Consulting] - [eng_change_vendor_20260406060600-2e7gue | OTAuto02] external contact_20260406060600-2e7gue,valueKey:null}], 6b4c5949-33c3-4249-a8e3-945afa277511-->[{value:[Vendor_20260406060600-2e7gue | OTAuto02 | Consulting] eng_change_vendor_20260406060600-2e7gue | OTAuto02,valueKey:null}], d9fa15fb-b79c-411c-a1e4-a49c76e58a57-->[{value:Vendor_20260406060600-2e7gue | OTAuto02 | Consulting,valueKey:01e9c2d9-7167-4a4b-bcac-03a8c5c93469}]}","{27f1a8bf-ba16-4845-aa66-271c3dc20f02-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060600-2e7gue""}],""vendor"":{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""},""vendorChild"":{""value"":""eng_change_vendor_20260406060600-2e7gue | OTAuto02"",""valueKey"":""7baa1124-a0b3-4679-a10a-6a5dcc382a75""}}]}},responses:[{value:external contact_20260406060600-2e7gue,valueKey:null}],responseType:null}, 6b4c5949-33c3-4249-a8e3-945afa277511-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060600-2e7gue | OTAuto02"",""valueKey"":""7baa1124-a0b3-4679-a10a-6a5dcc382a75""}],""vendor"":{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""}}]}},responses:[{value:eng_change_vendor_20260406060600-2e7gue | OTAuto02,valueKey:7baa1124-a0b3-4679-a10a-6a5dcc382a75}],responseType:null}, d9fa15fb-b79c-411c-a1e4-a49c76e58a57-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060600-2e7gue | OTAuto02 | Consulting"",""valueKey"":""01e9c2d9-7167-4a4b-bcac-03a8c5c93469""}]}},responses:[{value:Vendor_20260406060600-2e7gue | OTAuto02 | Consulting,valueKey:01e9c2d9-7167-4a4b-bcac-03a8c5c93469}],responseType:null}}",2026-04-06T06:06:30.445+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
,,,,100,2026-04-06T06:06:27.000+00:00,2026-04-06T06:06:24.000+00:00,OneTrust Automation,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,OneTrust Automation,,,0,b4dd1431-523e-47b2-a17f-08b44f2e398d,None,None,None,0.0,OneTrust Automation,0,,0,assessmentChangeParentVendorCompleted_20260406060620-tsf49h,5079,0,0,0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,Approved,Approved,Approved,0.0,None,None,Completed,Completed,Completed,Active,Active,Active,2026-04-06T06:06:25.000+00:00,None,None,None,0.0,t_20260406060620-tsf49h,eb5de931-30e4-4fd0-a151-52501417e42f,VENDOR,1,,0,,2026-04-06T06:06:27.000+00:00,ASSESSMENT,[79f09a0f-fbd7-4439-9e1e-d48abe62c98e],0,0,Default Assessment Workflow,67fe8d1a-d3a8-45f2-919f-7793c52dccb7,DefaultAssessmentWorkflow,,False,"{92958a1b-ba53-4caf-b37a-f3e0dbc0fe58-->[{value:Vendor_20260406060620-tsf49h | OTAuto02 | Consulting,valueKey:7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a}], cb8c135c-6b99-4066-a716-3d5e7cc6160c-->[{value:[Vendor_20260406060620-tsf49h | OTAuto02 | Consulting] eng_change_vendor_20260406060620-tsf49h | OTAuto02,valueKey:null}], f069e54d-e3c5-49d7-9416-8fc7a75e7a95-->[{value:[Vendor_20260406060620-tsf49h | OTAuto02 | Consulting] - [eng_change_vendor_20260406060620-tsf49h | OTAuto02] external contact_20260406060620-tsf49h,valueKey:null}]}","{92958a1b-ba53-4caf-b37a-f3e0dbc0fe58-->{questionType:INVENTORY,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""defaultQuestion"":{""responses"":[{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""}]}},responses:[{value:Vendor_20260406060620-tsf49h | OTAuto02 | Consulting,valueKey:7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a}],responseType:null}, cb8c135c-6b99-4066-a716-3d5e7cc6160c-->{questionType:ENGAGEMENT,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildQuestion"":{""details"":[{""responses"":[{""value"":""eng_change_vendor_20260406060620-tsf49h | OTAuto02"",""valueKey"":""445f470c-7b49-4b81-98f5-59cfdef59da2""}],""vendor"":{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""}}]}},responses:[{value:eng_change_vendor_20260406060620-tsf49h | OTAuto02,valueKey:445f470c-7b49-4b81-98f5-59cfdef59da2}],responseType:null}, f069e54d-e3c5-49d7-9416-8fc7a75e7a95-->{questionType:ATTRIBUTE,dataType:text,state:Answered,maturityScaleAllowed:false,questionDetailedInfo:{""vendorChildAttributeQuestion"":{""details"":[{""responses"":[{""value"":""external contact_20260406060620-tsf49h""}],""vendor"":{""value"":""Vendor_20260406060620-tsf49h | OTAuto02 | Consulting"",""valueKey"":""7d19e9a4-936e-48cb-8f88-28ac1f2b3f2a""},""vendorChild"":{""value"":""eng_change_vendor_20260406060620-tsf49h | OTAuto02"",""valueKey"":""445f470c-7b49-4b81-98f5-59cfdef59da2""}}]}},responses:[{value:external contact_20260406060620-tsf49h,valueKey:null}],responseType:null}}",2026-04-06T06:06:43.399+00:00,2026-04-06T06:21:20.473+00:00,False,e40yx52dkbjpcqazimno9yvh4k
