inventoryID,entityID,entityType,id,inherentRiskLevel,inherentRiskLevelID,inherentRiskScore,residualRiskLevel,residualRiskLevelID,residualRiskScore,targetRiskLevel,targetRiskLevelID,targetRiskScore,inventoryType,inventoryTypeID,inventoryName,inventoryNumber,inventoryURL,orgID,orgName,parentOrgID
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,013cf75c-cd8e-4f11-b2bd-689b8a6b3f85,asset_org_1_child,013cf75c-cd8e-4f11-b2bd-689b8a6b3f85,asset_org_1_child,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,013cf75c-cd8e-4f11-b2bd-689b8a6b3f85,asset_org_1_child,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,013cf75c-cd8e-4f11-b2bd-689b8a6b3f85,asset_org_1_child,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,073e17ff-a003-4c9a-845f-e3ab487b36cb,vrm_org_1,073e17ff-a003-4c9a-845f-e3ab487b36cb,vrm_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,073e17ff-a003-4c9a-845f-e3ab487b36cb,vrm_org_1,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,07891efc-f63f-40dd-955b-75b9cd57681d,truc_parent1_child_org_2,07891efc-f63f-40dd-955b-75b9cd57681d,truc_parent1_child_org_2,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,07891efc-f63f-40dd-955b-75b9cd57681d,truc_parent1_child_org_2,41653a18-9f75-4de5-a69d-d14f8d6749c3,truc_root_organization,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,07891efc-f63f-40dd-955b-75b9cd57681d,truc_parent1_child_org_2,aad32bc1-41dc-4010-a5b4-8415a0068b30,truc_root_parent_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,07891efc-f63f-40dd-955b-75b9cd57681d,truc_parent1_child_org_2,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,091f8f8d-f9ff-481c-a7bc-0b8fbf3c9742,sub_org_1_71393_child_6012318,091f8f8d-f9ff-481c-a7bc-0b8fbf3c9742,sub_org_1_71393_child_6012318,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,091f8f8d-f9ff-481c-a7bc-0b8fbf3c9742,sub_org_1_71393_child_6012318,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,091f8f8d-f9ff-481c-a7bc-0b8fbf3c9742,sub_org_1_71393_child_6012318,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0a8fcf68-32d1-4c6f-98fb-67b785afade7,SubOrg_95526_8791397,0a8fcf68-32d1-4c6f-98fb-67b785afade7,SubOrg_95526_8791397,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0a8fcf68-32d1-4c6f-98fb-67b785afade7,SubOrg_95526_8791397,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0a8fcf68-32d1-4c6f-98fb-67b785afade7,SubOrg_95526_8791397,ca7d34db-b12a-4ae2-ab00-d474099bc28a,asset_org_2,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0c9fcc35-0a56-4572-8076-d1e3ad80bfd9,SubOrg_9881811,0c9fcc35-0a56-4572-8076-d1e3ad80bfd9,SubOrg_9881811,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0c9fcc35-0a56-4572-8076-d1e3ad80bfd9,SubOrg_9881811,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0c9fcc35-0a56-4572-8076-d1e3ad80bfd9,SubOrg_9881811,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0e46caa8-3663-4865-96f9-7102b12cf528,sub_org_1_71359_child_2561103,0e46caa8-3663-4865-96f9-7102b12cf528,sub_org_1_71359_child_2561103,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0e46caa8-3663-4865-96f9-7102b12cf528,sub_org_1_71359_child_2561103,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,0e46caa8-3663-4865-96f9-7102b12cf528,sub_org_1_71359_child_2561103,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,1446ac47-1891-4b99-80f8-f877d50a6c1e,SubOrg_95526_243379,1446ac47-1891-4b99-80f8-f877d50a6c1e,SubOrg_95526_243379,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,1446ac47-1891-4b99-80f8-f877d50a6c1e,SubOrg_95526_243379,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,1446ac47-1891-4b99-80f8-f877d50a6c1e,SubOrg_95526_243379,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,16922c06-8fb6-41a3-afff-c08476cbdd9c,SubOrg2_18654197915,16922c06-8fb6-41a3-afff-c08476cbdd9c,SubOrg2_18654197915,2026-04-03T12:57:47.813+00:00,2026-04-03T13:11:35.198+00:00,False,e40yx52dkbjpcqazimno9yvh4k
