entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
6be26b2c-286d-4e11-a62d-ac0f258aba12,assessment_engagement_01_8829184,1246,tag_1_8829184,https://Assessment/Assessment/6be26b2c-286d-4e11-a62d-ac0f258aba12,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,6b055818-7a4a-497c-a9ba-407530f4a17d
5eb8a9d3-dfaf-48aa-8f39-987daf2871c8,assessment_engagement_01_9131660,4835,tag_1_9131660,https://Assessment/Assessment/5eb8a9d3-dfaf-48aa-8f39-987daf2871c8,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,6b055818-7a4a-497c-a9ba-407530f4a17d
12aa82ed-e5d7-44f5-a649-1ea7231cf27c,assessment_engagement_01_9778000,3027,tag_1_9778000,https://Assessment/Assessment/12aa82ed-e5d7-44f5-a649-1ea7231cf27c,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,6b055818-7a4a-497c-a9ba-407530f4a17d
6be26b2c-286d-4e11-a62d-ac0f258aba12,assessment_engagement_01_8829184,1246,tag_1_8829184,https://Assessment/Assessment/6be26b2c-286d-4e11-a62d-ac0f258aba12,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,b99df4a4-2bf5-4c08-9483-bd636470bc11
5eb8a9d3-dfaf-48aa-8f39-987daf2871c8,assessment_engagement_01_9131660,4835,tag_1_9131660,https://Assessment/Assessment/5eb8a9d3-dfaf-48aa-8f39-987daf2871c8,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,b99df4a4-2bf5-4c08-9483-bd636470bc11
12aa82ed-e5d7-44f5-a649-1ea7231cf27c,assessment_engagement_01_9778000,3027,tag_1_9778000,https://Assessment/Assessment/12aa82ed-e5d7-44f5-a649-1ea7231cf27c,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,b99df4a4-2bf5-4c08-9483-bd636470bc11
9d08cacc-a59b-4e1a-9fa4-e399c9d2ceed,edited_Automated_Assessment_5962141,3229,tag1_5962141,https://Assessment/Assessment/9d08cacc-a59b-4e1a-9fa4-e399c9d2ceed,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
80ba8bc6-3f7a-4cf8-9fcb-cc22673544b2,edited_Automated_Assessment_2055391,3291,tag1_2055391,https://Assessment/Assessment/80ba8bc6-3f7a-4cf8-9fcb-cc22673544b2,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
fa06dca8-6c57-4229-bbd9-3875c68e6bc0,edited_Automated_Assessment_867989,3292,tag1_867989,https://Assessment/Assessment/fa06dca8-6c57-4229-bbd9-3875c68e6bc0,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
0bd65119-260b-43c5-8143-c3cae1287c2a,Assessment_1522819,1412,tags_2_1522819,https://Assessment/Assessment/0bd65119-260b-43c5-8143-c3cae1287c2a,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
a997cd48-8526-400f-b1e8-fd3d65a7dee9,edited_Automated_Assessment_1150611,3442,tag1_1150611,https://Assessment/Assessment/a997cd48-8526-400f-b1e8-fd3d65a7dee9,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
24debed7-cd33-4645-8019-29220c500850,edited_Automated_Assessment_6557621,3273,tag1_6557621,https://Assessment/Assessment/24debed7-cd33-4645-8019-29220c500850,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
828a2a29-d32a-4b98-a5f3-45290dfa201d,Automated_Assessment_8190218,1749,UserTags_8190218,https://Assessment/Assessment/828a2a29-d32a-4b98-a5f3-45290dfa201d,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
7802ef40-be1e-42d1-b7e1-57053deb94db,edited_Automated_Assessment_2387306,2565,tag1_2387306,https://Assessment/Assessment/7802ef40-be1e-42d1-b7e1-57053deb94db,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
2cbaf553-ee9a-4f71-96b8-c4f04579c7ad,edited_Automated_Assessment_1084504,2530,tag1_1084504,https://Assessment/Assessment/2cbaf553-ee9a-4f71-96b8-c4f04579c7ad,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
0fedfefc-556b-4e29-92e8-038caef560b5,Assessment_3934722,2927,tags_2_3934722,https://Assessment/Assessment/0fedfefc-556b-4e29-92e8-038caef560b5,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
9d03df7b-5b00-4576-a296-194b2b8e1bae,edited_Automated_Assessment_8767957,3366,tag1_8767957,https://Assessment/Assessment/9d03df7b-5b00-4576-a296-194b2b8e1bae,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
d370e85a-b121-43a7-9373-fe62c5f857c3,Assessment_3044679,4737,tags_2_3044679,https://Assessment/Assessment/d370e85a-b121-43a7-9373-fe62c5f857c3,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
