entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
073ad6da-f78b-4609-a92b-ea13714501b5,automation_project_7575_19032026,25,Org_User_1_19032026 ProjectOwner,e5454649-d945-4b27-b652-013f105fc54f,https://Assessment/Assessment/073ad6da-f78b-4609-a92b-ea13714501b5,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
167f66d5-1e28-448a-9725-dc64c9943ff0,Automated_Assessment_01_4758_19032026,46,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/167f66d5-1e28-448a-9725-dc64c9943ff0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1b3fb8fe-c207-4d4a-a7e8-31963603a502,automation_project_78083_7167265,58,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/1b3fb8fe-c207-4d4a-a7e8-31963603a502,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1bbdbdf4-814a-477a-8420-bccfd9a7f910,Automated_Assessment_5179474,40,onettenant+62987_5179474@svc.onetrust.com,368610cf-5ac6-48cf-ac7d-46b69e046ad7,https://Assessment/Assessment/1bbdbdf4-814a-477a-8420-bccfd9a7f910,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
2fc5f2e4-76c0-4c32-914e-f62b31a207f1,Automated_Assessment_4730_19032026,57,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/2fc5f2e4-76c0-4c32-914e-f62b31a207f1,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
303a55a2-a3f1-4b68-be75-207a10929507,Copy_Automated_Assessment_53866_2081577 - Template_2081577,78,onettenant+2081577@svc.onetrust.com,ee5e8347-d9b0-42bc-9bbb-7c7568a6e57a,https://Assessment/Assessment/303a55a2-a3f1-4b68-be75-207a10929507,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,automation_project_33958_2390304,13,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
4995e3cf-cd02-452d-a2a4-65c8f710f2d3,automation_project_78083_9554296,85,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/4995e3cf-cd02-452d-a2a4-65c8f710f2d3,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
53fc0239-a99e-4b86-9d0c-ac1b6f968bf1,Assessment_For_On_submission_9815408,38,onettenant+51863_9815408@svc.onetrust.com,d3680b0f-31f3-4a4e-adef-58f671af1f1e,https://Assessment/Assessment/53fc0239-a99e-4b86-9d0c-ac1b6f968bf1,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
5a7187b7-c95f-494d-9949-609154c59b29,Automated_Assessment_02_4744_19032026,76,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/5a7187b7-c95f-494d-9949-609154c59b29,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
