entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
073ad6da-f78b-4609-a92b-ea13714501b5,automation_project_7575_19032026,25,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/073ad6da-f78b-4609-a92b-ea13714501b5,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1bbdbdf4-814a-477a-8420-bccfd9a7f910,Automated_Assessment_5179474,40,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/1bbdbdf4-814a-477a-8420-bccfd9a7f910,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
303a55a2-a3f1-4b68-be75-207a10929507,Copy_Automated_Assessment_53866_2081577 - Template_2081577,78,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/303a55a2-a3f1-4b68-be75-207a10929507,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
303a55a2-a3f1-4b68-be75-207a10929507,Copy_Automated_Assessment_53866_2081577 - Template_2081577,78,privacyofficer user,aa5e22c6-dc4f-473f-8aa5-46753f07d37d,https://Assessment/Assessment/303a55a2-a3f1-4b68-be75-207a10929507,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,automation_project_33958_2390304,13,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
4995e3cf-cd02-452d-a2a4-65c8f710f2d3,automation_project_78083_9554296,85,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/4995e3cf-cd02-452d-a2a4-65c8f710f2d3,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
53fc0239-a99e-4b86-9d0c-ac1b6f968bf1,Assessment_For_On_submission_9815408,38,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/53fc0239-a99e-4b86-9d0c-ac1b6f968bf1,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
5a7187b7-c95f-494d-9949-609154c59b29,Automated_Assessment_02_4744_19032026,76,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/5a7187b7-c95f-494d-9949-609154c59b29,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
5a7187b7-c95f-494d-9949-609154c59b29,Automated_Assessment_02_4744_19032026,76,privacyofficer user,aa5e22c6-dc4f-473f-8aa5-46753f07d37d,https://Assessment/Assessment/5a7187b7-c95f-494d-9949-609154c59b29,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
69f9549a-b7ed-4010-81bc-084bb9faf625,Assessment_7543473,37,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/69f9549a-b7ed-4010-81bc-084bb9faf625,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
7e25d345-7be6-48ca-8768-0c8c4cd755ee,Automated_Assessment_02_4744_19032026,79,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/7e25d345-7be6-48ca-8768-0c8c4cd755ee,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
7e25d345-7be6-48ca-8768-0c8c4cd755ee,Automated_Assessment_02_4744_19032026,79,privacyofficer user,aa5e22c6-dc4f-473f-8aa5-46753f07d37d,https://Assessment/Assessment/7e25d345-7be6-48ca-8768-0c8c4cd755ee,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
8b3be94c-7d60-4a05-b0b4-8b3e71e896ca,Automated_Assessment_03_4758_19032026,48,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,https://Assessment/Assessment/8b3be94c-7d60-4a05-b0b4-8b3e71e896ca,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
