entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T19:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T19:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,130.67522892361163,Antarctica/South_Pole
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T06:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T06:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.21689559027828,Africa/Freetown
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T11:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T11:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.00856225694494,Asia/Atyrau
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T02:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T02:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.38356225694494,America/Santo_Domingo
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T14:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T14:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,130.88356225694494,Asia/Macau
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T00:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T00:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.46689559027828,America/Bahia_Banderas
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T03:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T03:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.34189559027828,Antarctica/Rothera
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T03:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T03:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.34189559027828,America/Jujuy
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T13:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T13:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,130.92522892361163,Asia/Bangkok
models,52,032d5d18-a14b-4c91-aa33-366acc16db60,bcaa9d24-f5b0-4d1e-b55e-33053b6138d2,22d257f6-edd1-467a-a2a7-cfd58720f462,Workflow_8308963,Not Started,e8f95e3c-8416-4a8b-8469-8ef95e7626a3,6129d71c-87ff-4a50-a77e-6ac5ec4c17d6,Default Workflow,Ideation,OneTrust Automation,2,2026-03-20T08:18:21.347+00:00,2026-03-20,2026,March,03,Quarter 1,2026-03-20T08:18:01.367+00:00,2026-03-20,2026,March,03,Quarter 1,False,0.00023124999746128365,131.13356225694494,Europe/Vilnius
