entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
data_category_3255_1_558950,82524fdb-3ae8-4af7-8541-80de3e7f1e76,de_3255_558950,425af2c3-afb9-4ded-bf39-74469db9ac40,new_data_subject_3255_558950,4a8d6011-a17f-4bda-887a-c470ef60dfde,Inventory,Inventory,PersonalDataSourceInventory,2026-03-27T00:44:37.000+00:00,,,,data_category_desc_3255_558950,82524fdb-3ae8-4af7-8541-80de3e7f1e76,82524fdb-3ae8-4af7-8541-80de3e7f1e76Desc,new_data_subject_3255_desc_558950,4a8d6011-a17f-4bda-887a-c470ef60dfde,4a8d6011-a17f-4bda-887a-c470ef60dfdeDesc,af59713d366165fb411b806e8b11e225,3ee20012-eaa2-4275-9405-18c9fde53505,asset_558950,3027,Assets,20,https://Inventory/assets/3ee20012-eaa2-4275-9405-18c9fde53505,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
data_category_3255_1_8896235,e09e133b-7b92-46f2-bafb-eda33f7ebecd,de_3255_8896235,53f06f65-5754-46d7-b14e-e4602a3e833d,new_data_subject_3255_8896235,f756b958-9b07-4dd0-91fa-e08d462fb03e,Inventory,Inventory,PersonalDataSourceInventory,2026-03-24T23:59:27.000+00:00,,,,data_category_desc_3255_8896235,e09e133b-7b92-46f2-bafb-eda33f7ebecd,e09e133b-7b92-46f2-bafb-eda33f7ebecdDesc,new_data_subject_3255_desc_8896235,f756b958-9b07-4dd0-91fa-e08d462fb03e,f756b958-9b07-4dd0-91fa-e08d462fb03eDesc,4920238349b778c85c8a8c1b9cc73d9c,0ec505f9-ba70-4513-9e29-0768ee6adfac,asset_8896235,1881,Assets,20,https://Inventory/assets/0ec505f9-ba70-4513-9e29-0768ee6adfac,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
data_category_3255_1_5089207,f5176f0c-0a53-438e-8032-9a13c48aea94,de_3255_5089207,19110ffa-4013-47f7-a982-5f14f07d4e05,new_data_subject_3255_5089207,5823f529-2a3c-4286-843c-fb89b0ef7a3c,Inventory,Inventory,PersonalDataSourceInventory,2026-03-20T01:10:58.000+00:00,,,,data_category_desc_3255_5089207,f5176f0c-0a53-438e-8032-9a13c48aea94,f5176f0c-0a53-438e-8032-9a13c48aea94Desc,new_data_subject_3255_desc_5089207,5823f529-2a3c-4286-843c-fb89b0ef7a3c,5823f529-2a3c-4286-843c-fb89b0ef7a3cDesc,82e805e5f71d4a3fd270aa6a9009ad1e,6f731c31-e96e-4a15-8438-2268dc7af4fe,asset_5089207,1000,Assets,20,https://Inventory/assets/6f731c31-e96e-4a15-8438-2268dc7af4fe,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,38831c5441371b905fa067d7939802b8,b7d3f54e-9f06-472f-94c6-5c86bc6bfaa6,cosmos_trigger_8417487,1,Assets,20,https://Inventory/assets/b7d3f54e-9f06-472f-94c6-5c86bc6bfaa6,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,8d90ff7a0f10c93d2bc3e7d242c525fa,33d83d0f-4d89-4187-bb77-679e22d794e4,pa_3215_master_2122230,1058,Processing Activities,30,https://Inventory/processing-activities/33d83d0f-4d89-4187-bb77-679e22d794e4,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,dc951e488acf2101f8326e2ce932c9ec,6c0a93a2-2982-42e3-bf8a-1c3cf626cbe6,pa_3215_master_4899324,435,Processing Activities,30,https://Inventory/processing-activities/6c0a93a2-2982-42e3-bf8a-1c3cf626cbe6,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,43bbaa4e185ca66e23e4683d922a6265,7ef565e8-fafe-44ab-87c1-89e347de6c67,pa_3215_master_4898863,1706,Processing Activities,30,https://Inventory/processing-activities/7ef565e8-fafe-44ab-87c1-89e347de6c67,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,929bb946b94dc85f4e134417923dca20,01e9c2d9-7167-4a4b-bcac-03a8c5c93469,Vendor_20260406060600-2e7gue,1865,Vendors,50,https://Inventory/vendors/01e9c2d9-7167-4a4b-bcac-03a8c5c93469,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,be9933c63d078beecc340edcadf5da43,06e64ceb-85f0-488a-b1a1-6390292046d5,Vendor_20260406060607-4ed5vj,1867,Vendors,50,https://Inventory/vendors/06e64ceb-85f0-488a-b1a1-6390292046d5,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
,,,,,,,,,,,,,,,,,,,f4b7b2e2fc51d3c307d2d1eb633f177a,086088cd-31dc-4e0d-a313-30a93b79b527,Vendor_parent_change_20260406060607-4ed5vj,1868,Vendors,50,https://Inventory/vendors/086088cd-31dc-4e0d-a313-30a93b79b527,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
