entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
b32731c5-0052-4573-beed-b490765f1277,Automated_Assessment_61301_9056336,2684,0,3bda446838a5132f009a51461c494580,Not Started,NotStarted,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,False,,https://Assessment/Assessment/b32731c5-0052-4573-beed-b490765f1277,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b32731c5-0052-4573-beed-b490765f1277,Automated_Assessment_61301_9056336,2684,1,3fb54cbd5360e902e25b216a0af29436,In Progress,InProgress,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,Not Started,NotStarted,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,False,0.0,https://Assessment/Assessment/b32731c5-0052-4573-beed-b490765f1277,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b32731c5-0052-4573-beed-b490765f1277,Automated_Assessment_61301_9056336,2684,2,70b3ac4f5f5930d8be098cdf2af23c7e,Under Review,UnderReview,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,In Progress,InProgress,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,False,0.0,https://Assessment/Assessment/b32731c5-0052-4573-beed-b490765f1277,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b32731c5-0052-4573-beed-b490765f1277,Automated_Assessment_61301_9056336,2684,3,150633cb109f1be873619f365b79759a,Completed,Completed,2026-03-24T21:53:57.000+00:00,2026-03-24,2026,March,03,Quarter 1,Under Review,UnderReview,2026-03-24T21:53:56.000+00:00,2026-03-24,2026,March,03,Quarter 1,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,True,1.1574074074074073e-05,https://Assessment/Assessment/b32731c5-0052-4573-beed-b490765f1277,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b33cb346-0825-4f15-95db-9e6c6134be25,assessment_9738141,549,0,ee64613e9eac032060c6ab4f4621bc1c,Not Started,NotStarted,2026-03-19T18:10:21.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,True,,https://Assessment/Assessment/b33cb346-0825-4f15-95db-9e6c6134be25,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b33d8120-18d6-40e8-ba15-aad629c74549,automated_assessment_40683_1352200,930,0,7930422f4707fcb293e8158b403eecbc,Not Started,NotStarted,2026-03-19T19:55:27.000+00:00,2026-03-19,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,True,,https://Assessment/Assessment/b33d8120-18d6-40e8-ba15-aad629c74549,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b34fd07f-8539-48c0-8f14-85246dd59eb2,a_9638255,2875,0,390ed004dd5e1db20883eac4be35a686,Not Started,NotStarted,2026-03-25T00:06:01.000+00:00,2026-03-25,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,True,,https://Assessment/Assessment/b34fd07f-8539-48c0-8f14-85246dd59eb2,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b36b66c9-20cc-48c2-8336-f0c2dcdad660,Automated_Assessment_65056_597564,1882,0,8c466ad4381b056b8e384e938ef08906,Not Started,NotStarted,2026-03-24T18:07:29.000+00:00,2026-03-24,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,True,,https://Assessment/Assessment/b36b66c9-20cc-48c2-8336-f0c2dcdad660,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b36ebe4f-338e-4a48-a731-3898bbf66b0e,Automated_Assessment_8373909,3272,0,df472d29866a17e3dd7d0743ccd2bb88,Not Started,NotStarted,2026-03-25T07:43:13.000+00:00,2026-03-25,2026,March,03,Quarter 1,,,,,,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,False,,https://Assessment/Assessment/b36ebe4f-338e-4a48-a731-3898bbf66b0e,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
b36ebe4f-338e-4a48-a731-3898bbf66b0e,Automated_Assessment_8373909,3272,1,53046580f7b31f527f35c710ed7f815c,In Progress,InProgress,2026-03-25T07:43:23.000+00:00,2026-03-25,2026,March,03,Quarter 1,Not Started,NotStarted,2026-03-25T07:43:13.000+00:00,2026-03-25,2026,March,03,Quarter 1,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,False,0.00011574074074074075,https://Assessment/Assessment/b36ebe4f-338e-4a48-a731-3898bbf66b0e,Africa/Conakry,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
