entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,4686f5b4e967c406811520b2657ee8fa,8eeadc8b-de62-4bb8-9926-9a588fd4df98,INVENTORY,Company/business name,Not Answered,Not Answered,Not Answered,,,,,,,,,,,,,,NotAnswered,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,533e15d79cdc375e8d6aa86bba71524a,3ee9bbfe-62eb-4dec-bd4b-cf45bc90c4a4,TEXTBOX,Type of legal entity and state of incorporation,Name 11,Name 11,Name 11,,,,,,,,,,,,,,,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,5562689f546696c93a26f0c9e70c3df6,3d444996-eca6-4c49-8c35-e134070ab0e7,YESNO,Any additional locations where Scoped Systems and Data is stored?,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,164bed3e78b2e81d7e1c5db0dc09d3fe,f776d28a-07a5-4f58-8fea-faff6bbd4aaa,MULTICHOICE,What Cloud Hosting Tiers are provided as part of this service?,Infrastructure as a Service (IaaS),Infrastructure as a Service (IaaS),Infrastructure as a Service (IaaS),,,,,,,,,,,,,,Infrastructure as a Service (IaaS),https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,b478b78e317f64e33746684a8d7561e5,53b6d84c-f0c5-4397-ad59-5f4cd2633188,TEXTBOX,"Documentation, which details policy and procedures regarding system boot",Desc 52,Desc 52,Desc 52,,,,,,,,,,,,,,,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,86400ccc0cfcd8e3366ea59623fd972d,ce3003f0-fd76-4b0f-91ad-cd6cf838469a,TEXTBOX,"A copy of the incident management policy(ies), plans and procedures",Desc 75,Desc 75,Desc 75,,,,,,,,,,,,,,,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,0f9e00dc9e0f95fdff015e559db2a2cd,6d86e228-6174-40e6-8f5c-4edb418a9e20,TEXTBOX,"Documentation regarding its backup and replication processes and capabilities, including an executive summary of the last test of the backup or replication process",Desc 90,Desc 90,Desc 90,,,,,,,,,,,,,,,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,a1e624f9b6421080015c0a390f878e25,8117a564-15dd-4f92-8497-65308186b372,TEXTBOX,Documentation regarding its network monitoring process,Desc 110,Desc 110,Desc 110,,,,,,,,,,,,,,,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,62951717ba5a1a516f5bbb3f64556991,d8cadb96-1a92-40f0-8437-47d133181832,YESNO,"Do risk assessment personnel maintain contacts with relevant professional special interest groups, specialist forums or professional associations?",Yes,Yes,Yes,,,,,,,,,,,,,,Yes,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,c1ced62b2ae8af42ef005fc5ef47f60f,09846808-fccf-4490-905d-3dd6b828cd92,YESNO,Do contracts with Subcontractors require negotiating the extension of contractual obligations to its Subcontractors?,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,ae665a7403c3262fa8d134497d1637c4,f307349e-d5bc-4a89-899a-c4999850e610,YESNO,"Does the organization's executive leadership ensure information security policy is established and aligned with organizational strategy, and communicated to the entire organization?",Yes,Yes,Yes,,,,,,,,,,,,,,Yes,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
b17b50ee-cf0e-4fb9-9032-541da2ef0029,assessmentExportResponses_1870156,982,83be46119c06956942f1ed4a27a63516,07eb11ee-6231-42b7-af46-5aa76ad4a264,YESNO,Is the asset inventory updated on a periodic basis as new system assets are connected to the network?,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,https://Assessment/Assessment/b17b50ee-cf0e-4fb9-9032-541da2ef0029,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,America/Sitka
