entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
073ad6da-f78b-4609-a92b-ea13714501b5,automation_project_7575_19032026,25,00371c928d3835a6a552379142c46c0d,0,0,,text,Question1?,98a9f9cd-676b-42d0-a91d-24a2121f4bc1,98a9f9cd-676b-42d0-a91d-24a2121f4bc1,YESNO,34f2699e-1259-46cd-97b4-00204149c24e,First_Section,1,1,Answered,https://Assessment/Assessment/073ad6da-f78b-4609-a92b-ea13714501b5,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
167f66d5-1e28-448a-9725-dc64c9943ff0,Automated_Assessment_01_4758_19032026,46,01e33beea19162d4e590d27e04854ab6,0,0,,text,How and where will the data be stored?,e4ea814d-c098-4aaf-bab9-db22756a3711,e4ea814d-c098-4aaf-bab9-db22756a3711,TEXTBOX,92ef97f2-70d1-4ade-989f-e3c3f2b2548c,First_Section_19032026,1,1,Unanswered,https://Assessment/Assessment/167f66d5-1e28-448a-9725-dc64c9943ff0,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1b3fb8fe-c207-4d4a-a7e8-31963603a502,automation_project_78083_7167265,58,0c09a411d3edcd3bdb8b304ea87dffda,0,0,,text,Q1,d8d6c23a-edb3-4a7e-bd0c-7f5f355cbe58,d8d6c23a-edb3-4a7e-bd0c-7f5f355cbe58,TEXTBOX,2820e1a5-cee4-428e-9560-980acd1b0fa0,First_Section,1,1,Unanswered,https://Assessment/Assessment/1b3fb8fe-c207-4d4a-a7e8-31963603a502,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1b3fb8fe-c207-4d4a-a7e8-31963603a502,automation_project_78083_7167265,58,86532e7fdddef65ea9949036cabe68c6,0,0,,text,asset_question_7167265,b547dbbd-fdf9-4b87-af26-59ee0c2fc001,b547dbbd-fdf9-4b87-af26-59ee0c2fc001,INVENTORY,2820e1a5-cee4-428e-9560-980acd1b0fa0,First_Section,1,2,Answered,https://Assessment/Assessment/1b3fb8fe-c207-4d4a-a7e8-31963603a502,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1b3fb8fe-c207-4d4a-a7e8-31963603a502,automation_project_78083_7167265,58,d4d7fbe39806a815afaa52b5fe21e437,0,0,,text,IT Owner,6d71ae96-be08-4ad2-962c-b40bed60bbdc,6d71ae96-be08-4ad2-962c-b40bed60bbdc,ATTRIBUTE,2820e1a5-cee4-428e-9560-980acd1b0fa0,First_Section,1,3,Unanswered,https://Assessment/Assessment/1b3fb8fe-c207-4d4a-a7e8-31963603a502,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1bbdbdf4-814a-477a-8420-bccfd9a7f910,Automated_Assessment_5179474,40,707ae25e00d98da913279439fa71031f,0,0,,text,Y/N?,e320a70d-0e1c-463e-b996-259214ba1e08,e320a70d-0e1c-463e-b996-259214ba1e08,YESNO,3907856b-1be9-4551-a426-7d380537a918,First_Section,1,1,Unanswered,https://Assessment/Assessment/1bbdbdf4-814a-477a-8420-bccfd9a7f910,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1bbdbdf4-814a-477a-8420-bccfd9a7f910,Automated_Assessment_5179474,40,aa230d651bafe9bf6c7e07251901bec9,0,0,,text,Text Q,48266886-ad48-40a4-bebc-cdfa0a4c44c1,48266886-ad48-40a4-bebc-cdfa0a4c44c1,TEXTBOX,3907856b-1be9-4551-a426-7d380537a918,First_Section,1,2,Unanswered,https://Assessment/Assessment/1bbdbdf4-814a-477a-8420-bccfd9a7f910,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
1bbdbdf4-814a-477a-8420-bccfd9a7f910,Automated_Assessment_5179474,40,3734f23ccd0c3532bab8e958cc74e5ec,0,0,,text,MCQ2?,5abfdd4a-66cc-4a5d-9e6f-a037032a9cc4,5abfdd4a-66cc-4a5d-9e6f-a037032a9cc4,MULTICHOICE,3907856b-1be9-4551-a426-7d380537a918,First_Section,1,3,Unanswered,https://Assessment/Assessment/1bbdbdf4-814a-477a-8420-bccfd9a7f910,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
2fc5f2e4-76c0-4c32-914e-f62b31a207f1,Automated_Assessment_4730_19032026,57,61f967125adba5918e7ab2d869ab6f5f,0,0,,text,How and where will the data be stored?,5bcd7b88-f3a2-4512-aadb-0837fb174261,5bcd7b88-f3a2-4512-aadb-0837fb174261,TEXTBOX,784156c3-2b61-4659-be69-d1dbd4ec1741,First_Section_19032026,1,1,Unanswered,https://Assessment/Assessment/2fc5f2e4-76c0-4c32-914e-f62b31a207f1,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
303a55a2-a3f1-4b68-be75-207a10929507,Copy_Automated_Assessment_53866_2081577 - Template_2081577,78,256becd72358c7f18cb76ef11b7fcf57,0,0,,text,How and where will the data be stored?,b8461517-528a-4aa2-b105-0f5874023305,b8461517-528a-4aa2-b105-0f5874023305,YESNO,e08b5960-f271-4d4e-9c94-6085de6df5ec,Project description and scope,1,1,Unanswered,https://Assessment/Assessment/303a55a2-a3f1-4b68-be75-207a10929507,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,automation_project_33958_2390304,13,535a044cacbab37d028ebb1e0ad068ee,0,0,,text,Does this initiative build off or work with a currently ongoing initiative?,dd3f8132-d6a2-4fb3-a315-fe5e55b8f961,dd3f8132-d6a2-4fb3-a315-fe5e55b8f961,TEXTBOX,c57df3ca-06a8-4068-9704-632968e7faaa,Project description and scope,1,1,Unanswered,https://Assessment/Assessment/3ffe5af2-e5fd-403d-ab8b-3d81dd571ac3,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11
