entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
41b61fbe-62b6-42b2-9915-b8bcbecc6472,automation_control_assessment_6530177,410,CONTROL,664d8163-ec5d-4de2-9015-4b90425d7d58,CONTROL_IMPLEMENTATION,,PRIMARY,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
662f239d-a120-4ece-8221-e203ba731218,control_6235264_assessment_6235264,538,CONTROL,e0462436-5b7a-4370-9b30-07eb1ec3be1a,CONTROL_IMPLEMENTATION,,PRIMARY,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
71e2a784-a713-46aa-997a-2132f6c0fcb0,automated_controlName_1_5822226,1118,CONTROL,7bbb0b86-100c-4665-bd62-10e89c6a6577,CONTROL_IMPLEMENTATION,,PRIMARY,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
d471dc01-bb5a-4caa-a4d2-1635e1478ccb,automated_controlName_2_5822226,1119,CONTROL,57608707-9a2f-40e5-9180-d7d914f37d06,CONTROL_IMPLEMENTATION,,PRIMARY,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
f43051be-a303-4cac-b8ee-c8169bcd50df,a_2462421,1217,VENDOR,59812329-7f23-46b1-8914-6e7303488b36,ENGAGEMENT,7aa99bb8-36a2-48bc-b805-526beb4a7abf,PRIMARY,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
4048c66e-ba89-4b1f-a4cb-e9fb7f4d0241,assessment_copy_5272265,1214,VENDOR,c8ab4975-dd9e-4e23-9fef-049e7bc51e45,ENGAGEMENT,86a9ea8d-5918-41db-99f3-4c271887ad67,AUTO,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
ae3d72c7-9b9f-4e4f-8384-809f15f5896b,assessment_5272265,1211,VENDOR,c8ab4975-dd9e-4e23-9fef-049e7bc51e45,ENGAGEMENT,86a9ea8d-5918-41db-99f3-4c271887ad67,AUTO,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
f9ed83f8-0bb5-4846-a1b1-4fec5be17596,automation_assessment_7141031,1224,VENDOR,6eed64ed-c478-4654-b0ea-bab8f47d6f2c,ENGAGEMENT,73e3db62-6bd6-4481-bf16-36fb97c460c0,AUTO,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
6be26b2c-286d-4e11-a62d-ac0f258aba12,assessment_engagement_01_8829184,1246,VENDOR,a4a27b1b-4018-4ead-818c-0dc2ed4f08a0,ENGAGEMENT,53d65b93-0773-4c50-a879-2623256ed89a,PRIMARY,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,6b055818-7a4a-497c-a9ba-407530f4a17d
6be26b2c-286d-4e11-a62d-ac0f258aba12,assessment_engagement_01_8829184,1246,VENDOR,a4a27b1b-4018-4ead-818c-0dc2ed4f08a0,ENGAGEMENT,53d65b93-0773-4c50-a879-2623256ed89a,PRIMARY,6b055818-7a4a-497c-a9ba-407530f4a17d,asset_org_1,b99df4a4-2bf5-4c08-9483-bd636470bc11
