entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
False,2026-04-06T14:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T14:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Antarctica/South_Pole,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-06T02:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T02:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Africa/Freetown,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-06T07:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T07:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Asia/Atyrau,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-05T22:23:19.000+00:00,2026-04-05,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-05T22:23:30.000+00:00,2026-04-05,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,America/Santo_Domingo,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-06T10:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T10:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Asia/Macau,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-05T20:23:19.000+00:00,2026-04-05,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-05T20:23:30.000+00:00,2026-04-05,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,America/Bahia_Banderas,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-05T23:23:19.000+00:00,2026-04-05,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-05T23:23:30.000+00:00,2026-04-05,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Antarctica/Rothera,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-05T23:23:19.000+00:00,2026-04-05,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-05T23:23:30.000+00:00,2026-04-05,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,America/Jujuy,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-06T09:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T09:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Asia/Bangkok,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
False,2026-04-06T05:23:19.000+00:00,2026-04-06,2026,April,04,Quarter 2,,,,,,,,,,,,,High_Risk_Description_6845847,0a8df6af-0204-4b11-a4a9-f1c25aebb43c,,,,HIGH,3,,,,3.0,,2026-04-06T05:23:30.000+00:00,2026-04-06,2026,April,04,Quarter 2,HIGH,3,,,,,,,Risk_Name_6845847,1493,,,,0,,,,,,,,HIGH,3,,,,3.0,,,,OneTrust Automation,79f09a0f-fbd7-4439-9e1e-d48abe62c98e,,,,3.0,,,,,Evaluation,Evaluation,Default Risk Workflow,9684290c-6240-4021-b599-a2dd8a864311,IDENTIFIED,IDENTIFIED,,,,,,,,,,,,,,,,General,,,,,,,,,https://Risk/Risk/0a8df6af-0204-4b11-a4a9-f1c25aebb43c,Europe/Vilnius,b99df4a4-2bf5-4c08-9483-bd636470bc11,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11
