entityTypeReference,entityId,entityNumber,entityName,stageId,workflowId,workflow,stage,createdBy,updatedBy,createdDateTime,createdDate,createdYear,createdMonth,createdMonthNumber,createdQuarter,updatedDateTime,updatedDate,updatedYear,updatedMonth,updatedMonthNumber,updatedQuarter,timeZoneID,orgId,orgName,parentOrgID,createdByUserEmail
3573d057-4e26-4fcf-8e0f-8392d8755b9e,,,Inventory_41163_Template_4994536,404,2026-03-20T06:27:56.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.7528028356477,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
9a04be59-fae8-4a75-bcc8-8864a61a8922,,,Template_41139_8439036,394,2026-03-20T06:25:13.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.75468940972178,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
d081b0f9-d7a3-4ee3-bf07-eb71251b7f9b,,,Template_41139_8439036,394,2026-03-20T06:25:13.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.75468940972178,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
dd343599-6c9c-48f2-8db9-0150dd826576,,,automation_template_6060603,748,2026-03-20T08:09:36.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.68220098379587,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
2f2f9652-0b20-4627-96cd-bfedde6db2f4,,,Inventory_01_Template_3747425,867,2026-03-20T08:42:26.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.65940005786993,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
980db526-63e1-4086-b0e8-098ab1d43f98,,,Inventory_02_Template_3747425,868,,,,,,,,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
060b10c2-537d-4003-980e-26f557fc72a6,,,automation_template_3609154,1208,,,,,,,,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
cee3eba7-2dea-451f-b28d-30f8e51f0f2c,,,t_5806616,1216,,,,,,,,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
cab17af2-f164-4d2c-a7bd-9123074fe2c9,,,template_Eng_9885679,1229,2026-03-20T11:16:52.000+00:00,2026-03-20,2026,March,03,Quarter 1,131.55215468749955,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
273c25d2-45a0-4e8d-9c9a-0b3ddf293310,,,ct_9076118,1247,,,,,,,,,OTAuto02,b99df4a4-2bf5-4c08-9483-bd636470bc11,b99df4a4-2bf5-4c08-9483-bd636470bc11,Antarctica/South_Pole
